Tournament Wins,School,Season,PPG,Opp PPG,Rank Rating,Kenpom,Seed,SOS,2PPG,2PAPG,3PPG,3PAPG,FTPG,FTAPG,ORBPG,DRBPG,ASTPG,STLPG,BLKPG,TOVPG,PFPG,FG%,2P%,3P%,FT%
2,Southern California,2016-17,78.7,73.18,7.07,350.00,11.00,98.00,19.22222222,37.69444444,7.861111111,21.72222222,16.19444444,21.86111111,7.083333333,20.77777778,14,5.805555556,1.833333333,12.30555556,15.22222222,0.456,0.51,0.362,0.741
1,Florida State,2016-17,82.45,71.27,8.31,350.00,3.00,34.00,22.94285714,42.14285714,6.657142857,19.17142857,16.22857143,23.54285714,8.771428571,25.08571429,15.8,6.914285714,2.828571429,10.17142857,18.71428571,0.483,0.544,0.347,0.689
1,Iowa State,2016-17,80.88,72,8.03,350.00,5.00,11.00,19.62857143,37.88571429,9.828571429,24.57142857,12.08571429,17.25714286,6.771428571,24.48571429,13.45714286,4.771428571,5.2,10.68571429,18.14285714,0.472,0.518,0.4,0.7
1,Kansas State,2016-17,71.73,66.94,6.84,350.00,11.00,25.00,17.77142857,34.28571429,7.057142857,19.51428571,15.37142857,22.14285714,9.685714286,22.97142857,15.71428571,6.542857143,3.514285714,11.11428571,16.85714286,0.461,0.518,0.362,0.694
1,Michigan State,2016-17,71.73,68.36,6.35,350.00,9.00,12.00,18.05714286,34.14285714,7.8,20.91428571,12.34285714,18.45714286,10.34285714,23,15.62857143,4.628571429,3.457142857,10.54285714,16.6,0.47,0.529,0.373,0.669
1,Mount St. Mary's,2016-17,68.32,68.59,3.80,350.00,16.00,267.00,17.11111111,34.63888889,7.25,20.27777778,11.97222222,17.77777778,8.166666667,21.44444444,13.05555556,5,4.277777778,11.55555556,17,0.444,0.494,0.358,0.673
1,Saint Mary's (CA),2016-17,72,56.5,8.24,350.00,7.00,116.00,17.61764706,30.97058824,8.617647059,21.88235294,10.94117647,14.67647059,10.05882353,24.85294118,15.14705882,7.058823529,6,13.79411765,15.17647059,0.496,0.569,0.394,0.745
1,UC-Davis,2016-17,70.47,68.91,4.68,350.00,16.00,305.00,18.11111111,38.13888889,6.138888889,17.63888889,15.5,23,7.916666667,21.27777778,11.27777778,6.833333333,5.833333333,9.611111111,16.25,0.435,0.475,0.348,0.674
1,Wichita State,2016-17,82.06,62.44,7.45,350.00,10.00,262.00,18.94444444,37.36111111,8.611111111,21.36111111,17.27777778,23.55555556,9.694444444,21.77777778,12.80555556,6.527777778,3.75,11.61111111,16.47222222,0.469,0.507,0.403,0.733
0,East Tennessee State,2016-17,79.91,69.35,7.37,350.00,13.00,203.00,19.85714286,36.4,7.571428571,19.8,17.05714286,24.28571429,14.62857143,22.45714286,14.57142857,9.8,2.628571429,13.71428571,23.4,0.488,0.546,0.382,0.702
0,Jacksonville State,2016-17,69.74,67.65,4.88,350.00,15.00,226.00,17.11428571,33.82857143,7.371428571,19.57142857,13.2,18.48571429,9.228571429,23.05714286,12.28571429,5.314285714,4.085714286,8.857142857,13.82857143,0.459,0.506,0.377,0.714
0,Kent State,2016-17,76.91,72.31,6.11,350.00,14.00,180.00,20.25,41.63888889,7.138888889,22.30555556,15.08333333,20.97222222,8.777777778,27.41666667,17.63888889,7.805555556,3.777777778,11.69444444,18.88888889,0.428,0.486,0.32,0.719
0,Miami (FL),2016-17,69.38,63.69,7.27,350.00,8.00,36.00,18.3030303,36.75757576,6.333333333,17.78787879,13.42424242,18.6969697,15.48484848,30.63636364,21.45454545,8.121212121,5.363636364,12.87878788,21.72727273,0.452,0.498,0.356,0.718
0,New Mexico State,2016-17,78.94,67.24,6.91,350.00,14.00,314.00,19.44117647,35.58823529,7.411764706,21.97058824,17.64705882,24.79411765,12.14705882,28.70588235,17.17647059,6.735294118,5.911764706,12.61764706,21.05882353,0.467,0.546,0.337,0.712
0,North Carolina-Wilmington,2016-17,85.18,74.94,7.55,350.00,12.00,176.00,21,37.54285714,9.6,26.2,13.97142857,20.22857143,15.77142857,29.97142857,20.6,8.057142857,3.971428571,13.34285714,20.28571429,0.48,0.559,0.366,0.691
0,Oklahoma State,2016-17,85.53,78.03,7.49,350.00,10.00,8.00,20.09090909,39.93939394,8.909090909,22.18181818,18.78787879,23.81818182,11.18181818,28.63636364,15.93939394,8.333333333,3.96969697,12.60606061,20.57575758,0.467,0.503,0.402,0.789
0,South Dakota State,2016-17,77.56,77.38,4.60,350.00,16.00,122.00,16.08571429,30.14285714,9.085714286,25.22857143,17.22857143,22.34285714,10.65714286,25.37142857,13.57142857,6.771428571,5,13.02857143,18.25714286,0.455,0.534,0.36,0.771
0,Southern Methodist,2016-17,74.53,59.82,8.22,350.00,6.00,117.00,17.94285714,35.11428571,8.171428571,20.14285714,13.85714286,19.88571429,9.257142857,32.57142857,17,7.571428571,5.228571429,12.65714286,18.85714286,0.473,0.511,0.406,0.697
0,Virginia Commonwealth,2016-17,74.68,66.41,7.64,350.00,10.00,102.00,21.31428571,41.37142857,5.685714286,17.2,15.05714286,21.34285714,10.8,24.68571429,12.88571429,6.4,1.714285714,11.6,20.28571429,0.461,0.515,0.331,0.705
0,Texas Southern,2016-17,74.38,71.74,4.88,207.00,16.00,334.00,18.88571429,37.77142857,5.857142857,19.8,18.74285714,25.51428571,14.11428571,28.22857143,15.25714286,7.4,6.514285714,13,18.37142857,0.43,0.5,0.296,0.735
0,New Orleans,2016-17,73.06,69.29,5.29,178.00,16.00,309.00,21.59375,41.15625,4.34375,13.6875,16.625,23.40625,10.46875,28.03125,15.75,5.4375,3.96875,9.0625,15.5625,0.473,0.525,0.317,0.71
0,North Dakota,2016-17,80.52,72.81,6.36,173.00,15.00,278.00,21.8125,41.6875,7.125,18.28125,15.5625,21.8125,8.75,25.03125,17.15625,6.21875,3.71875,10.3125,18.46875,0.483,0.523,0.39,0.713
0,North Carolina Central,2016-17,75.12,63.39,6.55,152.00,16.00,351.00,19.26470588,36.58823529,7.5,22.38235294,13.73529412,20.11764706,11.58823529,25.73529412,14.97058824,8.058823529,3.470588235,12.5,17.85294118,0.454,0.527,0.335,0.683
0,Northern Kentucky,2016-17,76.15,71.41,6.17,147.00,15.00,225.00,17.94285714,33.65714286,8.571428571,24.54285714,14.37142857,21.14285714,12.17142857,23.11428571,13.48571429,7.142857143,4.114285714,13.14285714,20.91428571,0.456,0.533,0.349,0.68
0,Troy,2016-17,78.44,71.67,6.11,130.00,15.00,221.00,18.13513514,34.75675676,8.405405405,23.43243243,16.59459459,22.89189189,11.7027027,27.13513514,14.2972973,6.513513514,9.297297297,11.97297297,15.94594595,0.456,0.522,0.359,0.725
0,Iona,2016-17,80.47,76.35,5.58,118.00,14.00,270.00,18.2,36.94285714,9.771428571,24.62857143,14.65714286,19.08571429,11.88571429,24.22857143,13.17142857,6.485714286,5.285714286,10.62857143,18.62857143,0.454,0.493,0.397,0.768
0,Winthrop,2016-17,79.72,70.19,7.03,112.00,13.00,252.00,17.51515152,33.87878788,9.484848485,25.42424242,15.75757576,21.96969697,13.60606061,27.45454545,16.06060606,8.757575758,5.242424242,14.57575758,21.21212121,0.455,0.517,0.373,0.717
0,Florida Gulf Coast,2016-17,79.42,68.79,7.43,108.00,14.00,194.00,23.11764706,40.61764706,6.5,18.70588235,13.70588235,19.52941176,8.176470588,21.82352941,14.08823529,9.441176471,4.205882353,10.5,18.82352941,0.499,0.569,0.347,0.702
0,Bucknell,2016-17,76.09,67.35,6.55,80.00,13.00,300.00,18.74285714,34.48571429,8.171428571,21.54285714,14.2,20.85714286,10.17142857,27.22857143,15.34285714,6.971428571,5.371428571,13.45714286,18,0.48,0.543,0.379,0.681
0,Vermont,2016-17,73.56,61.59,7.29,63.00,13.00,255.00,20.4,36.8,6.542857143,17.74285714,13.02857143,18.6,10.02857143,25.57142857,16.11428571,6.8,3.085714286,10.31428571,14.14285714,0.494,0.554,0.369,0.7
0,Princeton,2016-17,72.1,61.48,7.32,59.00,12.00,213.00,15.8,30.9,9.933333333,26.3,10.23333333,13.86666667,9.3,27.83333333,16.83333333,8.6,3.633333333,12.83333333,17.1,0.45,0.511,0.378,0.738
0,Providence,2016-17,70.25,66.63,6.60,56.00,11.00,45.00,17.12121212,34.84848485,7.242424242,19.54545455,14.3030303,20.6969697,10.63636364,30.27272727,18.3030303,7.666666667,4.787878788,14.12121212,21.78787879,0.448,0.491,0.371,0.691
0,Nevada,2016-17,79.97,70.94,7.57,55.00,12.00,155.00,17.51428571,35.57142857,9.142857143,23.91428571,17.31428571,24.54285714,10.97142857,22.54285714,13.02857143,9.771428571,4.371428571,10.71428571,19.71428571,0.448,0.492,0.382,0.705
0,Seton Hall,2016-17,73.31,70.19,6.59,53.00,9.00,48.00,20.3030303,40.93939394,6.121212121,18.12121212,14.27272727,22.21212121,11.78787879,28.36363636,17.39393939,6.757575758,5.242424242,11.57575758,18.93939394,0.447,0.496,0.338,0.643
1,Middle Tennessee,2016-17,75.03,63.32,7.70,48.00,12.00,190.00,21.83333333,40.41666667,6.333333333,17.27777778,12.25,17.52777778,8.972222222,22.22222222,13.86111111,6.277777778,4.944444444,12.27777778,18.02777778,0.488,0.54,0.367,0.699
0,Maryland,2016-17,74.16,67.81,7.49,45.00,6.00,69.00,16.81818182,32.81818182,8.242424242,22.93939394,15.51515152,22.18181818,14.39393939,24.42424242,18.39393939,11.24242424,5.333333333,13.33333333,22.90909091,0.449,0.512,0.359,0.699
0,Virginia Tech,2016-17,79.25,74.41,7.11,44.00,9.00,60.00,18.09090909,33.12121212,8.787878788,21.81818182,16.54545455,22.45454545,11.72727273,29.60606061,17.66666667,8.575757576,6.727272727,15.15151515,20.42424242,0.489,0.546,0.403,0.737
3,Xavier,2016-17,74.62,71.35,6.52,40.00,11.00,17.00,18.78947368,36.10526316,7.026315789,20.42105263,15.97368421,23.18421053,7.736842105,22.52631579,12.13157895,5.315789474,3.105263158,13.34210526,18.10526316,0.457,0.52,0.344,0.689
1,Northwestern,2016-17,71.09,65.06,7.23,39.00,8.00,67.00,18.25,37.41666667,7.111111111,20.75,13.22222222,17.69444444,10.83333333,26.80555556,17.94444444,5.638888889,4.888888889,11.88888889,20.47222222,0.436,0.488,0.343,0.747
1,Arkansas,2016-17,79.79,74,7.39,38.00,8.00,57.00,21.22222222,42.41666667,6.472222222,17.72222222,17.44444444,22.91666667,10.88888889,25.25,15.11111111,6.972222222,2.861111111,10.91666667,19.05555556,0.461,0.5,0.365,0.761
1,Rhode Island,2016-17,73.36,64.88,7.56,37.00,11.00,94.00,19.97142857,39.02857143,6.2,18.65714286,15.08571429,22.6,5.942857143,22.11428571,14.25714286,3.742857143,2.6,11.14285714,15.57142857,0.454,0.512,0.332,0.668
0,Dayton,2016-17,76.45,66.52,7.61,36.00,7.00,143.00,17.5625,34.125,8.0625,20.96875,16.5625,24,10.375,25.9375,16.34375,7.375,4.40625,12.46875,20.96875,0.465,0.515,0.385,0.69
0,Vanderbilt,2016-17,71.26,68.15,6.14,34.00,9.00,5.00,13.4,27.85714286,9.885714286,26.31428571,14.65714286,18.85714286,13.82857143,25.65714286,16.65714286,12.25714286,4.8,13.94285714,20.74285714,0.43,0.481,0.376,0.777
0,Minnesota,2016-17,75.27,69.09,7.64,33.00,5.00,26.00,19.94117647,41.97058824,6.147058824,17.94117647,16.85294118,23.70588235,9.558823529,25.44117647,14.17647059,5.647058824,4.382352941,10.64705882,17.35294118,0.435,0.475,0.343,0.711
4,South Carolina,2016-17,72.06,64.47,7.51,31.00,7.00,65.00,18.27027027,39.56756757,6.702702703,19.81081081,16.51351351,23.62162162,8.567567568,22.86486486,10.2972973,4.567567568,2.27027027,10.40540541,18.10810811,0.421,0.462,0.338,0.699
0,Wake Forest,2016-17,82.66,77.91,6.68,30.00,11.00,39.00,19.84848485,38.12121212,8.121212121,21.12121212,18.75757576,24.09090909,11.51515152,24.51515152,17.66666667,9.939393939,4.242424242,13.33333333,22.27272727,0.472,0.521,0.385,0.779
0,Marquette,2016-17,82.52,75,7.06,28.00,10.00,73.00,18.21875,34.53125,10.5,24.46875,14.28125,18.28125,11.0625,28,15.34375,7.71875,5.75,11.3125,19.09375,0.487,0.528,0.429,0.781
0,Creighton,2016-17,82.12,72.5,7.72,27.00,6.00,91.00,22.11428571,39.17142857,8.685714286,21.88571429,11.54285714,16.91428571,7.028571429,21.65714286,13.51428571,5.428571429,3.942857143,9.114285714,15.88571429,0.504,0.565,0.397,0.682
2,Butler,2016-17,76.29,68.39,7.96,26.00,4.00,22.00,18.97058824,34.82352941,7.676470588,21,15.35294118,20.70588235,7.735294118,23.38235294,14.32352941,7.382352941,2.735294118,12.20588235,19.70588235,0.477,0.545,0.366,0.741
1,Notre Dame,2016-17,78,69.21,8.02,25.00,5.00,23.00,17.94444444,35.27777778,9.277777778,24.13888889,13.58333333,16.97222222,9.777777778,19.94444444,13.97222222,5.694444444,2.722222222,11.02777778,19.83333333,0.458,0.509,0.384,0.8
2,Wisconsin,2016-17,71.94,61.41,7.94,23.00,8.00,62.00,18.59459459,36.40540541,7.648648649,21.2972973,12.24324324,19,8.567567568,18.16216216,10.64864865,5.351351351,2.513513514,7.918918919,16.7027027,0.455,0.511,0.359,0.644
1,Cincinnati,2016-17,74.47,60.82,8.25,22.00,6.00,92.00,19.58333333,37.55555556,7.333333333,21.22222222,13.11111111,19.11111111,9.333333333,20.97222222,13.16666667,6.722222222,4.305555556,11.13888889,17.33333333,0.458,0.521,0.346,0.686
2,Michigan,2016-17,74.8,65.54,7.93,21.00,7.00,27.00,16.86842105,29.97368421,9.5,24.65789474,12.78947368,16.42105263,6.263157895,20.05263158,10.71052632,3.421052632,3.184210526,10,14.57894737,0.483,0.563,0.385,0.779
2,Arizona,2016-17,76.26,65.44,8.51,20.00,2.00,35.00,19.81081081,38.45945946,6.594594595,16.89189189,17.16216216,22.43243243,9.432432432,21.2972973,13.64864865,5,4.783783784,11.67567568,17.2972973,0.477,0.515,0.39,0.765
2,UCLA,2016-17,90.36,75.33,7.93,18.00,3.00,170.00,23.77777778,40.22222222,9.833333333,24.22222222,12.75,17.27777778,9.25,24.13888889,13.5,5.555555556,2.722222222,12.72222222,17.27777778,0.522,0.591,0.406,0.738
4,Oregon,2016-17,79.09,65.03,8.40,16.00,3.00,68.00,19.41025641,35.64102564,8.564102564,22.56410256,14.35897436,20.17948718,8.743589744,20.64102564,11.23076923,6.307692308,3.666666667,9.41025641,20.33333333,0.481,0.545,0.38,0.712
2,Purdue,2016-17,80.13,67.16,8.35,15.00,4.00,54.00,19,36.05714286,9,22.34285714,14.71428571,19.42857143,9.857142857,24.14285714,13.71428571,5.971428571,3.228571429,11.2,16.77142857,0.479,0.527,0.403,0.757
2,Baylor,2016-17,72.72,62.72,8.40,13.00,3.00,7.00,19.74285714,37.57142857,6.571428571,18.31428571,13.65714286,18.88571429,7.657142857,19.34285714,11.05714286,6.6,2.828571429,10.74285714,17.42857143,0.471,0.525,0.359,0.723
1,Duke,2016-17,80.66,69.83,8.48,12.00,2.00,9.00,19.13513514,35.78378378,8.405405405,22.18918919,17.35135135,22.75675676,8.594594595,23.56756757,14.10810811,4.378378378,4.648648649,9.567567568,15.54054054,0.475,0.535,0.379,0.762
3,Kansas,2016-17,82.72,72.38,8.53,10.00,1.00,16.00,20.91666667,39.05555556,8.833333333,21.86111111,14.86111111,21.91666667,6.416666667,20.94444444,11.16666667,6.194444444,3.916666667,12.63888889,17.77777778,0.488,0.536,0.404,0.678
3,Florida,2016-17,78.28,66.56,8.42,9.00,4.00,15.00,18.75,37.30555556,7.722222222,21.55555556,17.22222222,23.63888889,8.305555556,24.97222222,16.41666667,4.194444444,4.5,12.83333333,19.41666667,0.45,0.503,0.358,0.729
1,Virginia,2016-17,66.59,55.63,8.19,7.00,5.00,14.00,17.85294118,35.91176471,6.823529412,17.70588235,9.882352941,13.94117647,8.205882353,21.47058824,12.29411765,5.588235294,3.941176471,10.73529412,17.29411765,0.46,0.497,0.385,0.709
1,Louisville,2016-17,77.53,65.84,8.46,6.00,2.00,3.00,21,41.61764706,7,19.70588235,14.29411765,20.82352941,7.117647059,20.97058824,10.76470588,7.441176471,4.588235294,11.35294118,18.02941176,0.457,0.505,0.355,0.686
2,West Virginia,2016-17,81.97,66.32,8.27,5.00,4.00,77.00,21.18918919,42.54054054,7.432432432,20.51351351,16.78378378,24.51351351,11.37837838,23.48648649,11.32432432,7.648648649,5.189189189,10.89189189,16.83783784,0.454,0.498,0.362,0.685
3,Kentucky,2016-17,85.94,71.59,8.58,4.00,2.00,41.00,22.81578947,43.13157895,7.026315789,19.92105263,18.15789474,25.78947368,7.421052632,22,14.81578947,3.736842105,2.894736842,9.157894737,13.47368421,0.473,0.529,0.353,0.704
6,North Carolina,2016-17,84.91,70.62,8.60,3.00,1.00,24.00,23.575,45.875,7.075,19.95,16.05,22.9,6.65,22.125,14.425,5.45,3.55,9.8,13.55,0.466,0.514,0.355,0.701
1,Villanova,2016-17,77.68,62.79,8.60,2.00,1.00,59.00,18.16666667,30.69444444,8.638888889,23.41666667,14.94444444,18.91666667,8.972222222,21.86111111,13.77777778,5.388888889,2.666666667,11.30555556,18.63888889,0.495,0.592,0.369,0.79
5,Gonzaga,2016-17,84.58,61.15,8.06,1.00,1.00,166.00,22.12820513,39.25641026,7.333333333,19.20512821,16.35897436,22.82051282,7.487179487,24,13.69230769,4.717948718,3.051282051,8.948717949,14.94871795,0.504,0.564,0.382,0.717
2,Iowa State,2015-16,81.84,74.91,0.83,350.00,4.00,17.00,22.68571429,40.02857143,8.371428571,21.65714286,11.28571429,16.08571429,6.714285714,22.28571429,9,4.457142857,3.514285714,9.2,14.34285714,0.503,0.567,0.387,0.702
2,Wichita State,2015-16,73.22,59.25,1.08,350.00,11.00,183.00,17.62857143,35.77142857,7.142857143,22.02857143,15.74285714,21.94285714,5.8,19.97142857,14.05714286,5.657142857,3.142857143,12.65714286,16.2,0.429,0.493,0.324,0.717
2,Miami (FL),2015-16,75.63,66.81,1.89,350.00,3.00,19.00,19.02857143,35.77142857,6.885714286,18.37142857,16.51428571,22.05714286,9.228571429,24.88571429,13,6.142857143,3.514285714,11.48571429,20,0.479,0.532,0.375,0.749
1,Arkansas-Little Rock,2015-16,70.94,59.64,0.00,350.00,12.00,270.00,17.71428571,36.14285714,7.6,19.8,12.82857143,17.6,10.97142857,23.11428571,14.08571429,8.571428571,4.628571429,12.11428571,17.02857143,0.453,0.49,0.384,0.729
1,Virginia Commonwealth,2015-16,77.21,67.29,0.71,350.00,10.00,146.00,20.77777778,41.47222222,7.277777778,20.69444444,13.86111111,20.02777778,10,20.5,17.63888889,8.611111111,3.388888889,11.02777778,19.44444444,0.451,0.501,0.352,0.692
1,Saint Joseph's,2015-16,77.59,69.91,0.73,350.00,8.00,114.00,20.13888889,38.5,6.972222222,21.30555556,16.02777778,22.38888889,8.083333333,18.61111111,12.77777778,7.333333333,2.555555556,13.25,21.05555556,0.453,0.523,0.327,0.716
0,Cal State Bakersfield,2015-16,73.03,63.19,0.01,350.00,15.00,299.00,21.09090909,42.87878788,5.424242424,15.87878788,14.42424242,22,10.72727273,25.03030303,16.6969697,7.060606061,3.757575758,12.36363636,17.42424242,0.451,0.492,0.342,0.656
0,Weber State,2015-16,76.74,66.85,0.01,350.00,15.00,274.00,17.62857143,31.42857143,8.314285714,22.42857143,15.85714286,23.45714286,11.48571429,24.31428571,14.88571429,6.314285714,3.742857143,12.82857143,15.57142857,0.482,0.561,0.371,0.676
0,Oregon State,2015-16,72.06,69.97,0.06,350.00,7.00,22.00,18.53125,39.25,6.8125,18.34375,14.40625,21.46875,12.875,27.125,17.8125,8.9375,5.5625,16.1875,21.03125,0.44,0.472,0.371,0.671
0,Fresno State,2015-16,75.2,70.14,0.26,350.00,14.00,122.00,20.2,42.51428571,6.257142857,18.22857143,15.97142857,23,10.8,24.02857143,12.08571429,8.228571429,5.8,15.31428571,18.6,0.436,0.475,0.343,0.694
0,North Carolina-Asheville,2015-16,75.64,67.48,0.30,350.00,15.00,178.00,20.67647059,40.29411765,5.735294118,17.73529412,16.5,23.76470588,9.176470588,23.61764706,12.44117647,5.882352941,4.029411765,13.58823529,16.23529412,0.455,0.513,0.323,0.694
0,North Carolina-Wilmington,2015-16,79.22,71.44,0.34,350.00,13.00,185.00,21.15151515,41.27272727,6.96969697,20.51515152,16.18181818,23.03030303,11.15151515,26,15.84848485,10.03030303,4.212121212,16.39393939,19.63636364,0.455,0.512,0.34,0.703
0,South Dakota State,2015-16,76.27,67.79,0.35,350.00,12.00,200.00,18.29411765,36.32352941,7.5,21.02941176,17.11764706,23.02941176,11.47058824,21.91176471,14.32352941,10.17647059,3.029411765,14,21.26470588,0.45,0.504,0.357,0.743
0,Southern California,2015-16,80.85,74.76,0.47,350.00,8.00,50.00,21.05882353,42.64705882,7.823529412,20.23529412,14.91176471,22.05882353,10.67647059,27.88235294,15.82352941,8.764705882,4.411764706,11.85294118,19.02941176,0.459,0.494,0.387,0.676
0,University of California,2015-16,75.12,67.03,1.08,350.00,4.00,36.00,19.23529412,37.64705882,6.941176471,19.14705882,15.55882353,23.70588235,11.64705882,24,16.88235294,7.794117647,3.941176471,13.14705882,18.29411765,0.461,0.511,0.363,0.656
0,Michigan State,2015-16,79.76,63.38,4.43,350.00,2.00,97.00,19.65714286,38.25714286,9.171428571,21.11428571,12.97142857,17.8,8.4,22.88571429,13,6.371428571,3,12.05714286,14.68571429,0.486,0.514,0.434,0.729
0,Fairleigh Dickinson,2015-16,77.91,78.25,0.00,263.00,16.00,334.00,20.93939394,41.57575758,7.212121212,19.90909091,14,20.09090909,8.606060606,20.42424242,14.57575758,7.96969697,3.606060606,11.51515152,15.75757576,0.458,0.504,0.362,0.697
1,Southern,2015-16,72.91,69.09,0.00,226.00,16.00,338.00,19.94285714,41.02857143,6.028571429,17.42857143,14.42857143,21.54285714,8.142857143,21.51428571,15.62857143,4.885714286,2.657142857,8.542857143,17.17142857,0.444,0.486,0.346,0.67
0,Hampton,2015-16,74.77,73.84,0.00,222.00,16.00,343.00,18.875,40.28125,6.4375,21.1875,16.78125,25.46875,12.375,29.125,15.0625,6.59375,7.46875,12.59375,18.75,0.412,0.469,0.304,0.659
0,Austin Peay,2015-16,76.03,75.94,0.00,212.00,16.00,204.00,20.05555556,39,6.194444444,17.91666667,17.41666667,26,13.27777778,25,15.61111111,10,6.888888889,13.44444444,17.69444444,0.461,0.514,0.346,0.67
